CDate	cell_name	CELL	bcchno	bsic	TCH	tchnum
2015-12-23 00:00:00	爱地d1	31DA031	590	44	590,517,519,547,563,569,581,605,529	9
2015-12-23 00:00:00	爱地d2	31DA032	572	62	572,575,608,611,540,614	6
2015-12-23 00:00:00	爱地m1	31GA011	76	43	76,8,13,22,32,47,61,67,79,44	10
2015-12-23 00:00:00	爱地m2	31GA012	74	55	74,1,5,17,20,41,55,83,90,30	10
2015-12-23 00:00:00	爱地m3	31GA013	72	10	72,10,26,39,49,53,57,87,1021,36	10
2015-12-23 00:00:00	爱地大厦m1	31GA021	94	30	94,17,51,81,91,23,33	7
2015-12-23 00:00:00	爱地大厦m2	31GA022	60	53	60,8,15,25,49,53,65,83,89,30,36	11
2015-12-23 00:00:00	爱国d1	47DH021	580	73	580,516,559,577,589,599,605,618,525,528,546,552	12
2015-12-23 00:00:00	爱国d2	47DH022	564	66	564,512,571,522,531,534,540,543	8
2015-12-23 00:00:00	爱国d3	47DH023	566	13	566,623,537,555	4
2015-12-23 00:00:00	爱国m1	47GH021	80	63	80,7,15,22,83,86,92,1020,39,69	10
2015-12-23 00:00:00	爱国m2	47GH022	78	15	78,2,5,34,37,47,63,67,71,89,19,1022	12
2015-12-23 00:00:00	爱国m3	47GH023	60	23	60,45,73,95,30,49	6
2015-12-23 00:00:00	爱联d1	55DD021	566	30	566,529,547,551,557,575,589,614,620,532,628,632	12
2015-12-23 00:00:00	爱联d2	55DD022	568	23	568,518,563,571,587,595,605,616,622,523	10
2015-12-23 00:00:00	爱联d3	55DD023	602	6	602,514,561,579,583,593,599,608,630,535	10
2015-12-23 00:00:00	爱联m1	55GD061	80	61	80,4,21,24	4
2015-12-23 00:00:00	爱联m2	55GD062	72	70	72,61,75,18,38,47	6
2015-12-23 00:00:00	爱联m3	55GD063	94	62	94,85,35,44	4
2015-12-23 00:00:00	爱榕m1	35GA441	84	22	84,5,8,92,24,39,57,61	8
2015-12-23 00:00:00	爱榕m2	35GA442	72	34	72,14,89,95	4
2015-12-23 00:00:00	爱榕m3	35GA443	76	35	76,3,11,67,21,26,33,35	8
2015-12-23 00:00:00	安华d1	16DB251	578	2	578,515,617,626,530,538	6
2015-12-23 00:00:00	安华d2	16DB252	602	74	602,517,544,612,622,536	6
2015-12-23 00:00:00	安华d3	16DB253	568	3	568,519,581,624,630,533	6
2015-12-23 00:00:00	安华m1	16GB231	54	6	54,19,45,61,77,5	6
2015-12-23 00:00:00	安华m2	16GB232	72	14	72,8,49,51,30,41	6
2015-12-23 00:00:00	安华m3	16GB233	56	66	56,10,93,22	4
2015-12-23 00:00:00	安乐d1	40DA011	598	73	598,557,569,628,634,522,527,542	8
2015-12-23 00:00:00	安乐d2	40DA012	584	71	584,573,611,624,536,540,545,555	8
2015-12-23 00:00:00	安乐d3	40DA013	602	45	602,567,618,636,525,531,538,552	8
2015-12-23 00:00:00	安乐m1	40GA011	64	41	64,71,88,92,95	5
2015-12-23 00:00:00	安乐m2	40GA012	74	56	74,1,6,10,53,61,19,22,44	9
2015-12-23 00:00:00	安乐m3	40GA013	48	43	48,86,1021,32,36,41	6
2015-12-23 00:00:00	安良m1	53GG341	48	35	48,7,35,38,57,85,21,24	8
2015-12-23 00:00:00	安良m2	53GG342	50	37	50,14,44,53,77,95,19,30	8
2015-12-23 00:00:00	安良m3	53GG343	60	56	60,2,5,65,69,81,32,40	8
2015-12-23 00:00:00	暗径村m1	49GD011	54	13	54,1,6,10,17,44,47,51,79,83,87,21	12
2015-12-23 00:00:00	暗径村m2	49GD012	72	46	72,3,23,63,89,42	6
2015-12-23 00:00:00	暗径村m3	49GD013	94	37	94,12,49,59,69,40	6
2015-12-23 00:00:00	坳背d1	30DB171	592	56	592,557,585,621,628,536	6
2015-12-23 00:00:00	坳背d2	30DB172	566	10	566,575,601,636,541,552	6
2015-12-23 00:00:00	坳背d3	30DB173	598	72	598,514,573,619,625,527	6
2015-12-23 00:00:00	坳背m1	30GB071	68	33	68,28,55,65,88,41	6
2015-12-23 00:00:00	坳背m2	30GB072	76	27	76,1,9,12,24,49,79,36,39	9
2015-12-23 00:00:00	坳背m3	30GB073	52	40	52,15,47,57,61,32	6
2015-12-23 00:00:00	坳二m1	56GC021	58	62	58,22,61,86,90,39	6
2015-12-23 00:00:00	坳二m2	56GC022	82	70	82,6,9,18,1020,44	6
2015-12-23 00:00:00	坳二m3	56GC023	66	14	66,16,55,69,73,25	6
2015-12-23 00:00:00	坳新d1	56DC021	594	70	594,547,587,607,526,551	6
2015-12-23 00:00:00	坳新d2	56DC022	602	23	602,565,589,610,622,631,535	7
2015-12-23 00:00:00	坳新d3	56DC023	560	67	560,557,597,634,538,549	6
2015-12-23 00:00:00	坳新m1	56GC031	74	65	74,2,8,12,51,63,24	7
2015-12-23 00:00:00	坳新m2	56GC032	54	66	54,5,38,59,67,71,77,1021,26	9
2015-12-23 00:00:00	坳新m3	56GC033	56	74	56,14,33,1023,40	5
2015-12-23 00:00:00	奥林匹克l0	38GA010	78	22	78,65,67,73,29,33	6
2015-12-23 00:00:00	八卦d1	47DH201	596	15	596,605,623,627,632,523,529,533	8
2015-12-23 00:00:00	八卦d2	47DH202	560	46	560,516,585,603,525,535,548,551	8
2015-12-23 00:00:00	八卦d3	47DH203	566	41	566,581,618,625,630,527,537,540,546,554	10
2015-12-23 00:00:00	八卦m1	47GH531	78	46	78,9,71,92,18,25,29,44	8
2015-12-23 00:00:00	八卦m2	47GH532	66	70	66,1,5,11,89,23,30,35,39,45	10
2015-12-23 00:00:00	八卦m3	47GH533	48	25	48,7,15,51,87,21,27,33,37,42	10
2015-12-23 00:00:00	白芒m1	37GA201	76	5	76,1,11,15,65,41	6
2015-12-23 00:00:00	白芒m2	37GA202	52	73	52,7,67,85,90,39	6
2015-12-23 00:00:00	白芒m3	37GA203	70	67	70,37,59,1020,1023,4,13,28	8
2015-12-23 00:00:00	白芒二m1	37GA251	56	36	56,5,88,92,0,25,29,32,44,51	10
2015-12-23 00:00:00	白芒二m2	37GA252	62	20	62,67,73,86,1022,23,27,30,36,40	10
2015-12-23 00:00:00	白芒二m3	37GA253	94	60	94,9,13,47,53,18,21,34,38,42	10
2015-12-23 00:00:00	白泥坑m1	56GC041	70	16	70,12,24,31,41	5
2015-12-23 00:00:00	白泥坑m2	56GC042	82	54	82,1,22,36	4
2015-12-23 00:00:00	白泥坑m3	56GC043	72	75	72,49,59,4,20,32,34,39	8
2015-12-23 00:00:00	白石d1	52DH121	568	35	568,520,607,627,632,524,536,540,548,555	10
2015-12-23 00:00:00	白石d2	52DH122	584	16	584,559,579,605,630,635,522,528,535,546,549,589	12
2015-12-23 00:00:00	白石d3	52DH123	566	33	566,561,571,593,599,610,526,530,533,538,542,551	12
2015-12-23 00:00:00	白石m1	52GH221	52	54	52,15,61,65,24,33	6
2015-12-23 00:00:00	白石m2	52GH222	50	15	50,2,5,11,29,81,94,45	8
2015-12-23 00:00:00	白石m3	52GH223	84	25	84,8,63,67,71,75,79,92,20,41	10
2015-12-23 00:00:00	白石二m1	52GH231	56	4	56,7,67,83,90,20	6
2015-12-23 00:00:00	白石二m2	52GH232	80	61	80,33,63,86,1020,4	6
2015-12-23 00:00:00	白石二m3	52GH233	52	3	52,2,10,17,1022,23	6
2015-12-23 00:00:00	白石龙d1	38DB031	582	74	582,569,577,587,605,629,537,542	8
2015-12-23 00:00:00	白石龙d2	38DB032	560	33	560,567,610,621,523,527,531,551	8
2015-12-23 00:00:00	白石龙d3	38DB033	596	34	596,565,617,624,627,525,533,554	8
2015-12-23 00:00:00	白石龙m2	38GB042	76	40	76,5,9,49,19,23,34,37	8
2015-12-23 00:00:00	白云m1	16GB051	54	44	54,1,14,65,77,39	6
2015-12-23 00:00:00	白云m2	16GB052	58	57	58,4,17,87,90,95,24	7
2015-12-23 00:00:00	白云m3	16GB053	48	67	48,7,12,71,85,92,27	7
2015-12-23 00:00:00	百花d1	16DB051	572	33	572,547,575,607,522,529,541,549	8
2015-12-23 00:00:00	百花d2	16DB052	570	31	570,516,526,554	4
2015-12-23 00:00:00	百花m1	16GB431	74	17	74,89,23,41	4
2015-12-23 00:00:00	百花m2	16GB432	72	3	72,9,20,39	4
2015-12-23 00:00:00	百花m3	16GB433	56	40	56,6,27,33	4
2015-12-23 00:00:00	百汇大厦l0	16GA700	43	64	43,28,31,46,40	5
2015-12-23 00:00:00	百货广场l0	27GA120	31	60	31,2,16,20,25,28,43,46,59,75,93,37	12
2015-12-23 00:00:00	百仕达d1	53DH011	590	26	590,514,517,547,557,573,534,538,542,554	10
2015-12-23 00:00:00	百仕达d2	53DH012	586	76	586,575,579,583,595,617,532,536	8
2015-12-23 00:00:00	百仕达d3	53DH013	570	37	570,559,581,607,612,624,629,549,597,615,621,636	12
2015-12-23 00:00:00	百仕达m1	53GH131	54	67	54,5,17,61,69,75,86,92,1021,21,36,83	12
2015-12-23 00:00:00	百仕达m2	53GH132	72	73	72,11,29,38,44,57,65,1023,14	9
2015-12-23 00:00:00	百仕达m3	53GH133	94	3	94,2,9,39,42,59,67,19,25,33,77,88	12
2015-12-23 00:00:00	百仕达l0	53GH310	46	47	46,15,23,34	4
2015-12-23 00:00:00	坂田d1	23DB011	566	55	566,561,573,577,585,589,627,629,528,540	10
2015-12-23 00:00:00	坂田d2	23DB012	570	26	570,514,516,544,579,597,601,618,623,526	10
2015-12-23 00:00:00	坂田d3	23DB013	568	56	568,512,563,605,607,609,621,632,634,531,533	11
2015-12-23 00:00:00	坂田m1	23GB011	52	44	52,75,1020,1023,1,12,24,34	8
2015-12-23 00:00:00	坂田m2	23GB012	60	60	60,4,79,93,21,26,36,40	8
2015-12-23 00:00:00	坂田m3	23GB013	72	44	72,8,18,91,3,29,32,44	8
2015-12-23 00:00:00	坂田二d1	23DB021	584	60	584,593,608,525,532	5
2015-12-23 00:00:00	坂田二d2	23DB022	604	10	604,517,559,595,599,530,537	7
2015-12-23 00:00:00	坂田二d3	23DB023	588	35	588,514,520,579,591,597,534,542	8
2015-12-23 00:00:00	坂田二m1	23GB021	82	60	82,11,89,33	4
2015-12-23 00:00:00	坂田二m2	23GB022	62	51	62,17,35	3
2015-12-23 00:00:00	坂田二m3	23GB023	70	75	70,59,79,27	4
2015-12-23 00:00:00	蚌岗d1	45DC341	584	13	584,569,579,587,608,611,625,628,636,513,526,554	12
2015-12-23 00:00:00	蚌岗d2	45DC342	594	53	594,518,575,601,615,631,633,524,531,539	10
2015-12-23 00:00:00	蚌岗d3	45DC343	604	52	604,561,571,599,621,549	6
2015-12-23 00:00:00	蚌岗m1	45GC361	94	30	94,28,49,57,69,45	6
2015-12-23 00:00:00	蚌岗m2	45GC362	54	73	54,9,14,65,85,92,37	7
2015-12-23 00:00:00	蚌岗m3	45GC363	62	46	62,1,4,17,73,1020,67	7
2015-12-23 00:00:00	宝安d1	52DB071	562	56	562,512,547,585,605,528,535,552	8
2015-12-23 00:00:00	宝安d2	52DB072	576	60	576,515,519,593,635,523,526,532,545,555	10
2015-12-23 00:00:00	宝安d3	52DB073	588	24	588,579,619,626,629,632,537,541	8
2015-12-23 00:00:00	宝安m1	52GB161	82	51	82,13,71,77,90,24,36,61	8
2015-12-23 00:00:00	宝安m2	52GB162	56	13	56,47,73,26,35,41	6
2015-12-23 00:00:00	宝安m3	52GB163	58	23	58,7,11,53,79,87,18,22,29,33,39,45	12
2015-12-23 00:00:00	宝安广场l0	47GH050	62	36	62,2,6,46,71,79,81,29	8
2015-12-23 00:00:00	宝安路管l0	40GA080	43	25	43,15,32,36	4
2015-12-23 00:00:00	宝安南d1	32DB151	582	64	582,612,622,542	4
2015-12-23 00:00:00	宝安南d2	32DB152	574	35	574,515,565,631,634,523,527,531,540,555	10
2015-12-23 00:00:00	宝安南d3	32DB153	560	43	560,587,603,608,619,525,535,545,548,552	10
2015-12-23 00:00:00	宝安南m1	32GB441	52	41	52,26,42,22	4
2015-12-23 00:00:00	宝安南m2	32GB442	56	75	56,2,6,18,73,88,92,20	8
2015-12-23 00:00:00	宝安南m3	32GB443	62	12	62,69,86,36	4
2015-12-23 00:00:00	宝安区委l0	52GB310	13	12	13,1,25,40	4
2015-12-23 00:00:00	宝安区委m1	52GB231	48	32	48,1,7,63,69,83,25,29	8
2015-12-23 00:00:00	宝安区委m2	52GB232	94	44	94,55,65,75,81,91	6
2015-12-23 00:00:00	宝安区委m3	52GB233	50	24	50,11,39,44,77,18	6
2015-12-23 00:00:00	宝安体馆m1	39GA011	60	57	60,3,9,17,34,37,55,77,85,89,93,25	12
2015-12-23 00:00:00	宝安体馆m2	39GA012	62	76	62,11,19,29,49,91,1020,1023,53,67,83	11
2015-12-23 00:00:00	宝安体馆m3	39GA013	64	45	64,5,13,47,75,79,87,95,21,27,44	11
2015-12-23 00:00:00	宝安体育馆二l0	39GA020	28	46	28,1,8,15,42,51,61,22,18,33,37,45	12
2015-12-23 00:00:00	宝安体育馆一l0	39GA030	31	4	31,3,11,63,69,77,81,85,20,25,35,39	12
2015-12-23 00:00:00	宝安万佳l0	40GA110	94	62	94,59,79,92,18,22,36,39	8
2015-12-23 00:00:00	宝安营业l0	40GA140	16	56	16,57,21,41	4
2015-12-23 00:00:00	宝大富豪l0	54GE080	60	63	60,4,28,31,18,21,26,41	8
2015-12-23 00:00:00	宝岗d1	47DH211	566	67	566,512,597,614,627,523,527,531	8
2015-12-23 00:00:00	宝岗d2	47DH212	564	11	564,561,573,607,625,533,540,543,546,554	10
2015-12-23 00:00:00	宝岗d3	47DH213	568	15	568,515,559,571,603,525,529,535,548,551	10
2015-12-23 00:00:00	宝岗二d1	47DH221	570	14	570,514,581,617,619,531	6
2015-12-23 00:00:00	宝岗二d2	47DH222	588	47	588,523,553,573,591,626,628,632,599	9
2015-12-23 00:00:00	宝岗二d3	47DH223	604	2	604,512,565,595,597,527	6
2015-12-23 00:00:00	宝岗二m1	47GH961	60	35	60,85,95,10	4
2015-12-23 00:00:00	宝岗二m2	47GH962	82	34	82,35,67,5	4
2015-12-23 00:00:00	宝岗二m3	47GH963	70	54	70,13,75,22	4
2015-12-23 00:00:00	宝华d1	21DB031	576	53	576,519,610,614,635,522,529,545,549,554	10
2015-12-23 00:00:00	宝华d2	21DB032	560	41	560,515,569,579,612,627,526,531,538,630	10
2015-12-23 00:00:00	宝华d3	21DB033	558	44	558,603,625,535,540,543	6
2015-12-23 00:00:00	宝华m1	21GB021	50	65	50,4,12,93,25,30,36,39	8
2015-12-23 00:00:00	宝华m2	21GB022	80	62	80,7,14,67,75,85,91,18,21,34,41	11
2015-12-23 00:00:00	宝华m3	21GB023	60	30	60,1,47,53,69,88,23,32	8
2015-12-23 00:00:00	宝晖大厦l0	40GA160	74	24	74,67,29,35	4
2015-12-23 00:00:00	宝龙d1	50DF031	606	66	606,512,521,544,571,599,603,628,530,537,551	11
2015-12-23 00:00:00	宝龙d2	50DF032	592	72	592,567,581,601,608,620,635,527	8
2015-12-23 00:00:00	宝龙d3	50DF033	574	70	574,517,577,585,610,614,617,632,525	9
2015-12-23 00:00:00	宝龙m2	50GF042	62	67	62,6,8,17,90,47	6
2015-12-23 00:00:00	宝龙m3	50GF043	50	20	50,43,83,85,95,38	6
2015-12-23 00:00:00	宝石南d1	G1D2021	588	30	588,567,571,585,608,611,620,625,522,526,531,546	12
2015-12-23 00:00:00	宝石南d2	G1D2022	600	52	600,515,561,569,591,597,632,529,539,543,551,555	12
2015-12-23 00:00:00	宝石南d3	G1D2023	576	14	576,581,614,630,524,534,541,548	8
2015-12-23 00:00:00	宝石南m1	G1G2031	76	76	76,55,59,67,18,22,32,40	8
2015-12-23 00:00:00	宝石南m2	G1G2032	62	70	62,7,57,69,20,27,30,34,38,42	10
2015-12-23 00:00:00	宝石南m3	G1G2033	64	40	64,5,9,49,24,29,36,45	8
2015-12-23 00:00:00	宝中d1	40DA111	566	44	566,520,615,630,524,531,537,549	8
2015-12-23 00:00:00	宝中d2	40DA112	564	22	564,512,593,618,624,527,540,545	8
2015-12-23 00:00:00	宝中d3	40DA113	588	55	588,579,608,613,626,529,533,554	8
2015-12-23 00:00:00	宝中m1	40GA341	52	50	52,2,8,10,40,89,95,37	8
2015-12-23 00:00:00	宝中m2	40GA342	66	25	66,5,20,55,59,77,69,83	8
2015-12-23 00:00:00	宝中m3	40GA343	72	65	72,14,57,85,93,24,34,45	8
2015-12-23 00:00:00	宝珠d1	54DD011	562	64	562,513,557,575,635,531	6
2015-12-23 00:00:00	宝珠d2	54DD012	580	56	580,516,521,544,595,612,620,525,537	9
2015-12-23 00:00:00	宝珠d3	54DD013	586	50	586,518,547,559,571,599,603,529	8
2015-12-23 00:00:00	宝珠m1	54GD041	80	33	80,1,7,10,13,32,47,27	8
2015-12-23 00:00:00	宝珠m2	54GD042	50	57	50,15,43,63,89,29	6
2015-12-23 00:00:00	宝珠m3	54GD043	52	10	52,4,67,92,24,37	6
2015-12-23 00:00:00	保发大厦l0	49GD020	46	40	46,41	2
2015-12-23 00:00:00	保税二d1	13DB321	560	35	560,517,544,619,625,628,636,529	8
2015-12-23 00:00:00	保税二d2	13DB322	576	16	576,512,521,585,599,616,634,548	8
2015-12-23 00:00:00	保税二d3	13DB323	558	50	558,514,583,611,621,630,539,551	8
2015-12-23 00:00:00	保税二m1	13GB301	84	32	84,2,71,91,19,22,35,77	8
2015-12-23 00:00:00	保税二m2	13GB302	68	66	68,15,49,61,27,37,40,45	8
2015-12-23 00:00:00	保税二m3	13GB303	74	37	74,8,88,25,30,42	6
2015-12-23 00:00:00	保税区d1	13DB331	578	25	578,530,540,605,608,613,627,514,526,565	10
2015-12-23 00:00:00	保税区d2	13DB332	572	54	572,512,567,593,522,554	6
2015-12-23 00:00:00	保税区m1	13GB311	52	21	52,19,26,47,59,83,45	7
2015-12-23 00:00:00	保税区m2	13GB312	54	70	54,2,10,63,79,85,88,29	8
2015-12-23 00:00:00	保税三m1	13GB321	64	6	64,1,7,20,53,75,92,4,37	9
2015-12-23 00:00:00	保税三m2	13GB322	58	75	58,42,47,61,95,9,17,33	8
2015-12-23 00:00:00	陂头背d1	55DD061	598	64	598,585,612,619,629,522	6
2015-12-23 00:00:00	陂头背d2	55DD062	606	4	606,518,563,577,632,540	6
2015-12-23 00:00:00	陂头背d3	55DD063	572	75	572,514,603,609,624,546	6
2015-12-23 00:00:00	陂头背m1	55GD111	66	50	66,11,16,43,71,88,95,21	8
2015-12-23 00:00:00	陂头背m2	55GD112	60	14	60,2,93,24	4
2015-12-23 00:00:00	陂头背m3	55GD113	82	62	82,4,8,18,47,29	6
2015-12-23 00:00:00	北斗m1	05GA021	56	34	56,18,26,33,81,1023,2,23	8
2015-12-23 00:00:00	北斗m2	05GA022	94	56	94,59,75,79	4
2015-12-23 00:00:00	北斗m3	05GA023	48	54	48,8,63,73,35,45	6
2015-12-23 00:00:00	北方酒店l0	21GB030	16	52	16,55,30,33	4
2015-12-23 00:00:00	北环d1	04DB021	600	25	600,515,518,561,577,591,597,525,529,552	10
2015-12-23 00:00:00	北环d2	04DB022	572	50	572,595,605,626,632,531,543,555	8
2015-12-23 00:00:00	北环d3	04DB023	574	5	574,512,583,612,617,629,523,540,545,548	10
2015-12-23 00:00:00	北环m1	04GB021	54	63	54,15,18,47,1020,38	6
2015-12-23 00:00:00	北环m2	04GB022	70	40	70,10,51,63,93,34	6
2015-12-23 00:00:00	北环m3	04GB023	84	30	84,2,6,44,1022,21,24,29,32	9
2015-12-23 00:00:00	北京d1	16DA151	572	20	572,557,577,595,616,619,628,527	8
2015-12-23 00:00:00	北京d2	16DA152	570	61	570,565,605,631,535,538	6
2015-12-23 00:00:00	北京d3	16DA153	598	6	598,513,520,583,613,546	6
2015-12-23 00:00:00	北京m1	16GA591	80	52	80,7,14,61,73,38	6
2015-12-23 00:00:00	北京m2	16GA592	94	12	94,3,35,40,89,45	6
2015-12-23 00:00:00	北京m3	16GA593	48	30	48,12,23,71,85,5	6
2015-12-23 00:00:00	北头m1	54GC201	76	17	76,83,92,24,36,41	6
2015-12-23 00:00:00	北头m2	54GC202	80	41	80,67,90,18,26,44	6
2015-12-23 00:00:00	北头m3	54GC203	64	61	64,6,57,87,22,29,34,38	8
2015-12-23 00:00:00	北站d1	16DA121	558	5	558,514,518,521,573,619,541,593	8
2015-12-23 00:00:00	北站d2	16DA122	562	52	562,512,579,591,597,601,617,625,545,551	10
2015-12-23 00:00:00	北站d3	16DA123	566	45	566,547,589,607,612,621,629,524,528,536	10
2015-12-23 00:00:00	北站m1	16GA081	72	70	72,19,51,59,77,95	6
2015-12-23 00:00:00	北站m2	16GA082	66	76	66,15,22,41,69,1020,1023,49	8
2015-12-23 00:00:00	北站m3	16GA083	64	34	64,3,6,10,17,57,81,86	8
2015-12-23 00:00:00	贝东d1	05DA021	596	12	596,573,589,613,630,525,531,552	8
2015-12-23 00:00:00	贝东d2	05DA022	600	2	600,512,565,577,617,533,549,555	8
2015-12-23 00:00:00	贝东d3	05DA023	606	6	606,518,593,615,620,528,536,541	8
2015-12-23 00:00:00	贝东m1	49GA181	94	22	94,67,69,20	4
2015-12-23 00:00:00	贝丽北m1	53GH341	60	50	60,10,40,47,81,3,13,55	8
2015-12-23 00:00:00	贝丽北m2	53GH342	52	42	52,32,8,19	4
2015-12-23 00:00:00	贝丽北m3	53GH343	84	13	84,36,49,71	4
2015-12-23 00:00:00	贝丽花园d1	53DH081	572	5	572,515,518,565,608,531,542,613	8
2015-12-23 00:00:00	贝丽花园d2	53DH082	588	33	588,557,563,525,545,605,617,633	8
2015-12-23 00:00:00	贝丽花园d3	53DH083	592	27	592,636,523,561	4
2015-12-23 00:00:00	贝丽花园m1	53GH351	64	15	64,1,7,11,22,27,34,47	8
2015-12-23 00:00:00	贝丽花园m2	53GH352	50	16	50,17,29,36,69,73,20,55	8
2015-12-23 00:00:00	贝丽花园m3	53GH353	80	33	80,45,61,75	4
2015-12-23 00:00:00	贝丽南m1	47GH071	54	57	54,2,45,83,22,93	6
2015-12-23 00:00:00	贝丽南m2	47GH072	80	46	80,10,59,38	4
2015-12-23 00:00:00	贝丽南m3	47GH073	74	76	74,12,51,57,29	5
2015-12-23 00:00:00	背仔m1	29GA091	54	63	54,8,13,38,42,63,73,86,90,35	10
2015-12-23 00:00:00	背仔m2	29GA092	76	35	76,30,33,81,92,18	6
2015-12-23 00:00:00	比华利d1	53DH091	572	63	572,547,597,614,621,522	6
2015-12-23 00:00:00	比华利d2	53DH092	592	14	592,585,628,636,541,552	6
2015-12-23 00:00:00	比华利d3	53DH093	574	37	574,518,581,626,633,526	6
2015-12-23 00:00:00	比华利m1	53GH361	56	15	56,14,92,8,35,41	6
2015-12-23 00:00:00	比华利m2	53GH362	76	55	76,6,47,85,2,30,37,71	8
2015-12-23 00:00:00	比华利m3	53GH363	64	37	64,53,1023,87	4
2015-12-23 00:00:00	碧海湾d1	39DB021	588	43	588,611,618,523,525,533	6
2015-12-23 00:00:00	碧海湾d2	39DB022	594	35	594,609,615,527,535,543	6
2015-12-23 00:00:00	碧海湾d3	39DB023	600	71	600,547,629,603,620,624,626,634	8
2015-12-23 00:00:00	碧海湾m1	39GB041	58	64	58,12,21,24	4
2015-12-23 00:00:00	碧海湾m2	39GB042	56	16	56,6,53,61,87,19,34,40	8
2015-12-23 00:00:00	碧海湾m3	39GB043	76	62	76,8,91,26,29	5
2015-12-23 00:00:00	碧海云天l0	54GB110	28	66	28,7,10,47,61,21	6
2015-12-23 00:00:00	碧岭d1	51DG041	566	32	566,577,593,610,617,523,527,533,539,551	10
2015-12-23 00:00:00	碧岭d2	51DG042	572	2	572,595,599,608,530,542,546,555	8
2015-12-23 00:00:00	碧岭d3	51DG043	568	47	568,525	2
2015-12-23 00:00:00	碧岭m1	51GG061	70	31	70,4,14,49,57,61,1021,26,38	9
2015-12-23 00:00:00	碧岭m2	51GG062	52	52	52,6,90,93,21,33	6
2015-12-23 00:00:00	碧岭m3	51GG063	76	36	76,17,63,86,36,45	6
2015-12-23 00:00:00	碧岭二m1	51GG071	48	51	48,1,12,53,22,26	6
2015-12-23 00:00:00	碧岭二m2	51GG072	94	55	94,17,79,29,34,41	6
2015-12-23 00:00:00	碧岭二m3	51GG073	72	74	72,10,24,45	4
2015-12-23 00:00:00	碧涛m1	46GH051	52	61	52,11,41,57,59,63,65,86,88,18,26,33	12
2015-12-23 00:00:00	碧涛m2	46GH052	82	75	82,5,38,43,75,36	6
2015-12-23 00:00:00	碧涛m3	46GH053	94	56	94,8,13,24,28,77,21,45	8
2015-12-23 00:00:00	碧头d1	34DB021	572	11	572,557,585,616,626,538,540,635	8
2015-12-23 00:00:00	碧头d2	34DB022	574	47	574,517,589,528,605,618	6
2015-12-23 00:00:00	碧头m1	34GB011	62	3	62,12,51,55,83,92,25,32	8
2015-12-23 00:00:00	碧头m2	34GB012	58	26	58,28,40,69,88,95,42	7
2015-12-23 00:00:00	碧新一佳l0	49GD360	16	66	16,23,29,49,79,38	6
2015-12-23 00:00:00	边岗d1	12DB021	560	40	560,608,617,636,538,542	6
2015-12-23 00:00:00	边岗d2	12DB022	580	51	580,519,593,595,622,554	6
2015-12-23 00:00:00	边岗d3	12DB023	602	4	602,516,611,620,626,524,527,531	8
2015-12-23 00:00:00	边检总站l0	05GB010	43	44	43,1,13,31,46,37	6
2015-12-23 00:00:00	编组站m1	47GE241	76	65	76,5,15,30,51,41	6
2015-12-23 00:00:00	编组站m2	47GE242	90	52	90,11,53,63,73,18	6
2015-12-23 00:00:00	滨海东m1	54GB031	60	7	60,3,35,44	4
2015-12-23 00:00:00	滨海东m2	54GB032	82	27	82,17,20,40	4
2015-12-23 00:00:00	滨海东m3	54GB033	66	23	66,5,89,26,29,38	6
2015-12-23 00:00:00	滨海西d1	36DB011	558	71	558,512,528,536,543,519	6
2015-12-23 00:00:00	滨海西d2	36DB012	562	17	562,571,589,597,599,546	6
2015-12-23 00:00:00	滨海西d3	36DB013	560	14	560,579,615,619,622,625,567,605	8
2015-12-23 00:00:00	滨海西m1	36GB051	54	44	54,15,47,61,75,25	6
2015-12-23 00:00:00	滨海西m2	36GB052	80	52	80,4,7,40,51,91,10,27	8
2015-12-23 00:00:00	滨海西m3	36GB053	72	53	72,34,69,86,92,45	6
2015-12-23 00:00:00	滨河m1	32GB011	62	63	62,11,65,42	4
2015-12-23 00:00:00	滨河m2	32GB012	76	67	76,91,95,45	4
2015-12-23 00:00:00	滨河m3	32GB013	72	35	72,7,57,88,34	5
2015-12-23 00:00:00	滨江m1	32GB021	84	45	84,5,89,92,20,26,30,40	8
2015-12-23 00:00:00	滨江m2	32GB022	82	2	82,3,17,53,63,79,86,33	8
2015-12-23 00:00:00	滨中d1	32DB021	606	14	606,577,593,609,614,632,522,532,535,543,548,555	12
2015-12-23 00:00:00	滨中d2	32DB022	588	76	588,557,611,525,539,551	6
2015-12-23 00:00:00	滨中d3	32DB023	598	21	598,559,603,622,528,537,541,546	8
2015-12-23 00:00:00	滨中m1	32GB031	82	24	82,4,7,12,15,51,19,22,29,41	10
2015-12-23 00:00:00	滨中m2	32GB032	68	50	68,55,85,93,27,32,37,45	8
2015-12-23 00:00:00	滨中m3	32GB033	50	43	50,1,63,71,90,25,34,39	8
2015-12-23 00:00:00	波托菲诺l0	04GB040	28	15	28,7,43,22	4
2015-12-23 00:00:00	布北d1	24DA011	584	45	584,521,544,561,567,595,614,618,620,627,631,534	12
2015-12-23 00:00:00	布北d2	24DA012	606	71	606,565,599,603,612,623,625,634,636,532	10
2015-12-23 00:00:00	布北d3	24DA013	582	17	582,514,516,557,559,571,579,589,609,524	10
2015-12-23 00:00:00	布北m1	24GA011	82	55	82,1,43,67,11,19,23,39	8
2015-12-23 00:00:00	布北m2	24GA012	48	20	48,3,8,32,41,45	6
