CDate	cell_name	CELL	bcchno	bsic	TCH	tchnum
2015-12-23 00:00:00	汤坑二D3	51DG223	558	65	558,569,577,603,536,551	6
2015-12-23 00:00:00	深大三D1	36DB091	604	60	604,513,517,527,559,563,585,589,609,515,520,524	12
2015-12-23 00:00:00	深大三D2	36DB092	566	50	566,534,544,559,569,573,614,620,633,536,540,548	12
2015-12-23 00:00:00	深大三D3	36DB093	580	36	580,557,575,591,593,595,601,611,616,522,531,538	12
2015-12-23 00:00:00	布沙商业l0	43GB020	31	30	31,73,27,45	4
2015-12-23 00:00:00	世纪学校M1	51GB061	56	56	56,10,69,83,1021,14,18,25	8
2015-12-23 00:00:00	世纪学校M2	51GB062	62	65	62,2,53,92,1023,35,42,45	8
2015-12-23 00:00:00	世纪学校M3	51GB063	50	35	50,77,81,90,20,29	6
2015-12-23 00:00:00	东二村M1	49GF341	80	30	80,57,21,35	4
2015-12-23 00:00:00	东二村M2	49GF342	94	2	94,15,32,45	4
2015-12-23 00:00:00	东二村M3	49GF343	60	50	60,2,5,26,37,75,69,91	8
2015-12-23 00:00:00	山厦二M1	56GD161	56	1	56,2,15,51,26,29,32,39	8
2015-12-23 00:00:00	山厦二M2	56GD162	62	61	62,13,20,37	4
2015-12-23 00:00:00	山厦二M3	56GD163	64	66	64,67,17,23	4
2015-12-23 00:00:00	窝肚村M1	30GB151	72	50	72,5,11,23,34,38	6
2015-12-23 00:00:00	窝肚村M2	30GB152	80	53	80,7,15,1021,21,29,32,40	8
2015-12-23 00:00:00	窝肚村M3	30GB153	68	45	68,57,36,44	4
2015-12-23 00:00:00	长圳村M1	58GA021	56	5	56,49,89,18,24,41	6
2015-12-23 00:00:00	长圳村M2	58GA022	54	61	54,79,87,27,38,44	6
2015-12-23 00:00:00	长圳村M3	58GA023	68	14	68,12,61,22,29,36	6
2015-12-23 00:00:00	景田西M1	38GA171	84	22	84,1020,1023,3,14,59	6
2015-12-23 00:00:00	景田西M2	38GA172	78	42	78,47,24,75	4
2015-12-23 00:00:00	景田西M3	38GA173	70	62	70,44,87,29,34,41	6
2015-12-23 00:00:00	留学创业l0	36GA330	68	35	68,59,18,35	4
2015-12-23 00:00:00	上梅林村D1	41DB161	570	57	570,515,520,561,575,585,612,529,535,539,545,552	12
2015-12-23 00:00:00	上梅林村D2	41DB162	582	23	582,559,565,573,577,617,625,630,533,537,543,549	12
2015-12-23 00:00:00	上梅林村D3	41DB163	602	72	602,513,518,557,579,591,595,607,522,526,541,554	12
2015-12-23 00:00:00	松岗巷山M1	10GA131	80	42	80,6,12,77,91,95,38,45	8
2015-12-23 00:00:00	松岗巷山M2	10GA132	50	54	50,1,55,73,93,27,34,42	8
2015-12-23 00:00:00	松岗巷山M3	10GA133	68	4	68,4,9,15,18,25,29,36	8
2015-12-23 00:00:00	特检站D1	49DA221	576	67	576,518,618,626,629,523,528,536	8
2015-12-23 00:00:00	特检站D2	49DA222	592	15	592,567,579,599,623,533,545,551	8
2015-12-23 00:00:00	特检站D3	49DA223	588	65	588,557,610,633,526,539,543,548	8
2015-12-23 00:00:00	财富酒店L0	21GB040	70	6	70,83,24,45	4
2015-12-23 00:00:00	街道三d1	21DA131	602	12	602,583,595,614,623,627,632,525,533,554	10
2015-12-23 00:00:00	街道三d2	21DA132	600	53	600,520,557,571,575,611,616,620,529,545	10
2015-12-23 00:00:00	街道三d3	21DA133	562	75	562,514,565,569,573,591,605,636,538,542	10
2015-12-23 00:00:00	街道三d4	21DA134	586	41	586,516,547,559,567,609,630,634,523,531,536,551	12
2015-12-23 00:00:00	南光29D1	19DB101	604	74	604,627,528,548	4
2015-12-23 00:00:00	南光29D2	19DB102	564	56	564,593,531,540	4
2015-12-23 00:00:00	南光29D3	19DB103	568	13	568,611,524,555	4
2015-12-23 00:00:00	西湖林语L0	50GD820	16	25	16,8,59,69,19,23	6
2015-12-23 00:00:00	向西二D1	05DB121	568	30	568,512,610,619,635,522,528,539,546,549	10
2015-12-23 00:00:00	向西二D2	05DB122	590	64	590,519,603,607,623,524,531,535,543,555	10
2015-12-23 00:00:00	向西二D3	05DB123	564	65	564,613,617,625,628,526,533,537,541,551	10
2015-12-23 00:00:00	旧圩附d1	22DA101	606	65	606,557,593,621,636,527,531,539,545,549	10
2015-12-23 00:00:00	旧圩附d2	22DA102	590	25	590,513,561,567,581,611,615,535,541,551	10
2015-12-23 00:00:00	旧圩附d3	22DA103	572	65	572,519,585,597,617,625,525,529	8
2015-12-23 00:00:00	排水处附d1	32DB131	574	67	574,589,625,634,528,537,541,554	8
2015-12-23 00:00:00	排水处附d2	32DB132	578	20	578,563,601,622,629,636,533,551	8
2015-12-23 00:00:00	排水处附d3	32DB133	586	42	586,547,609,620,524,530,535,543	8
2015-12-23 00:00:00	固戍文昌D1	46DG121	562	41	562,591,601,609,535,538,543,546	8
2015-12-23 00:00:00	固戍文昌D2	46DG122	586	12	586,616,631,634,528,533,549,626	8
2015-12-23 00:00:00	固戍文昌D3	46DG123	572	70	572,565,605,629,524,530,541,552	8
2015-12-23 00:00:00	固戍文昌M1	46GG251	50	64	50,47,59,77,20,24,34,40	8
2015-12-23 00:00:00	固戍文昌M2	46GG252	62	70	62,6,12,90,36,42	6
2015-12-23 00:00:00	固戍文昌M3	46GG253	94	72	94,57,18,29,32,45,26,38	8
2015-12-23 00:00:00	固戍永华D1	46DD131	568	45	568,557,595,599,603,524,532,535	8
2015-12-23 00:00:00	固戍永华D2	46DD132	586	32	586,573,597,607,635,528,537,554	8
2015-12-23 00:00:00	固戍永华D3	46DD133	584	6	584,563,601,627,540,543,546,549	8
2015-12-23 00:00:00	街道十五d1	22DA221	602	36	602,516,519,605,614,623,629,633,525,537,542,554	12
2015-12-23 00:00:00	街道十五d2	22DA222	590	50	590,567,579,585,611,627,631,636,522,528,548,551	12
2015-12-23 00:00:00	马家龙M1	25GB301	84	42	84,3,49,73,89,20,24,34,38,41	10
2015-12-23 00:00:00	马家龙M2	25GB302	54	12	54,6,9,18,29,36	6
2015-12-23 00:00:00	马家龙M3	25GB303	60	50	60,65,77,22,26,45	6
2015-12-23 00:00:00	梅观大布D1	56DA201	562	13	562,544,610,529	4
2015-12-23 00:00:00	梅观大布D2	56DA202	582	33	582,579,587,591,632,525,541,554	8
2015-12-23 00:00:00	梅观大布D3	56DA203	606	27	606,515,520,547,565,613,620,537	8
2015-12-23 00:00:00	南新酒店D1	26DA071	560	32	560,515,520,579,583,530,537,541	8
2015-12-23 00:00:00	南新酒店D2	26DA072	606	73	606,517,544,587,613,626,522,525,534,539,548,554	12
2015-12-23 00:00:00	南新酒店D3	26DA073	592	72	592,513,563,569,573,603,609,532,546,621	10
2015-12-23 00:00:00	梅观大布M1	56GA221	60	62	60,4,85,1021,26,32	6
2015-12-23 00:00:00	梅观大布M2	56GA222	48	46	48,14,53,89,20,35	6
2015-12-23 00:00:00	梅观大布M3	56GA223	56	13	56,10,63,73,77,81,95,45	8
2015-12-23 00:00:00	上围开发D1	46DA221	582	13	582,559,585,589,593,525,535,549	8
2015-12-23 00:00:00	上围开发D2	46DA222	606	65	606,630,633,636,523,542,546,552	8
2015-12-23 00:00:00	上围开发D3	46DA223	604	30	604,621,530,554	4
2015-12-23 00:00:00	上围园二D1	46DA161	578	64	578,561,567,571,575,583,593,603,613,531,542,555	12
2015-12-23 00:00:00	上围园二D2	46DA162	600	66	600,587,610,619,626,635,523,549	8
2015-12-23 00:00:00	上围园二D3	46DA163	564	42	564,557,597,622,628,632,533,539,544,552	10
2015-12-23 00:00:00	新宝基M1	52GF081	52	24	52,71,33,45	4
2015-12-23 00:00:00	新宝基M2	52GF082	54	47	54,15,61,67,23,30,41,83	8
2015-12-23 00:00:00	新宝基M3	52GF083	76	30	76,19,36,39	4
2015-12-23 00:00:00	洲石强荣D1	57DB271	604	35	604,520,537,541	4
2015-12-23 00:00:00	洲石强荣D2	57DB272	590	11	590,513,517,610,624,524,530,549	8
2015-12-23 00:00:00	洲石强荣D3	57DB273	562	26	562,613,528,551	4
2015-12-23 00:00:00	南山海滨L0	46GH390	68	75	68,53,32,34	4
2015-12-23 00:00:00	新天M1	56GE221	58	20	58,49,65,73,24,27,33,42	8
2015-12-23 00:00:00	新天M2	56GE222	62	23	62,6,53,18,36,45	6
2015-12-23 00:00:00	新天M3	56GE223	76	67	76,1,81,21,30,39	6
2015-12-23 00:00:00	洲石强荣M2	57GB282	74	57	74,11,53,83,27,30,37,41	8
2015-12-23 00:00:00	洲石强荣M3	57GB283	48	50	48,3,9,15,59,18,21,33,39,45	10
2015-12-23 00:00:00	缤纷世界D1	46DG011	568	57	568,521,561,597,622,630,541,549	8
2015-12-23 00:00:00	缤纷世界D2	46DG012	600	5	600,514,573,611,620,624,627,633,537,552	10
2015-12-23 00:00:00	缤纷世界D3	46DG013	584	70	584,516,519,544,595,603,608,614,527,555	10
2015-12-23 00:00:00	缤纷世界M1	46GG041	56	14	56,6,61,71,9,24,29,41	8
2015-12-23 00:00:00	缤纷世界M2	46GG042	74	51	74,67,85,26,32,45	6
2015-12-23 00:00:00	缤纷世界M3	46GG043	58	43	58,3,15,65,69,22,36,39	8
2015-12-23 00:00:00	观平路D1	56DE121	590	1	590,516,569,579,583,595,605,616,527,533	10
2015-12-23 00:00:00	观平路D2	56DE122	558	27	558,512,519,565,608,621,522,525	8
2015-12-23 00:00:00	观平路D3	56DE123	602	31	602,581,633,540	4
2015-12-23 00:00:00	观平路M1	56GE121	48	44	48,5,73,90,32,44	6
2015-12-23 00:00:00	观平路M2	56GE122	82	70	82,3,85,95,22,25	6
2015-12-23 00:00:00	观平路M3	56GE123	64	34	64,9,15,53,37,40	6
2015-12-23 00:00:00	光雅园M1	24GB191	56	3	56,9,14,51,65,32,36,40	8
2015-12-23 00:00:00	光雅园M2	24GB192	62	30	62,1,4,49,88,1020,18,24,38,42	10
2015-12-23 00:00:00	光雅园M3	24GB193	84	15	84,6,47,79,21,29,34,44	8
2015-12-23 00:00:00	清水货运D1	18DB091	558	42	558,579,603,523,526,535	6
2015-12-23 00:00:00	清水货运D2	18DB092	582	24	582,619,529,532	4
2015-12-23 00:00:00	清水货运D3	18DB093	588	67	588,513,516,609,629,635,538,541	8
2015-12-23 00:00:00	上雪微波M1	17GB121	60	35	60,17,85,90,35,44	6
2015-12-23 00:00:00	上雪微波M2	17GB122	72	26	72,92,24,40	4
2015-12-23 00:00:00	上雪微波M3	17GB123	54	3	54,6,14,67,37,42	6
2015-12-23 00:00:00	白龙头村D1	56DD161	564	10	564,569,591,619,526,532,539,551	8
2015-12-23 00:00:00	白龙头村D2	56DD162	594	33	594,557,623,631,523,528,535,549	8
2015-12-23 00:00:00	白龙头村D3	56DD163	586	16	586,513,521,609,617,530,541,546	8
2015-12-23 00:00:00	坂田星光M1	48GA011	64	52	64,4,9,51,90,26	6
2015-12-23 00:00:00	坂田星光M2	48GA012	62	50	62,17,69,88,92,29,32,38	8
2015-12-23 00:00:00	坂田星光M3	48GA013	82	2	82,15,95,1022,22,41	6
2015-12-23 00:00:00	陈屋新村M1	49GE131	58	14	58,4,10,18,27,42	6
2015-12-23 00:00:00	陈屋新村M2	49GE132	56	62	56,92,1021,21,30,33	6
2015-12-23 00:00:00	陈屋新村M3	49GE133	82	1	82,14,24,37	4
2015-12-23 00:00:00	大皇公D1	47DF101	604	50	604,583,593,615,632,636,524,527,534,539	10
2015-12-23 00:00:00	大皇公D2	47DF102	586	71	586,563,591,609,628,532,537,543	8
2015-12-23 00:00:00	大皇公D3	47DF103	560	43	560,514,571,589,597,617,530,541,545,555	10
2015-12-23 00:00:00	峰吓村D1	53DD071	602	67	602,581,595,610,632,522,526,531,538,541	10
2015-12-23 00:00:00	峰吓村D2	53DD072	560	2	560,585,593,629,533,543,549,554	8
2015-12-23 00:00:00	峰吓村D3	53DD073	558	1	558,583,599,524,529,545	6
2015-12-23 00:00:00	迳口村M1	59GB441	94	63	94,4,18,27	4
2015-12-23 00:00:00	迳口村M2	59GB442	54	45	54,6,10,47,71,91,32,44	8
2015-12-23 00:00:00	迳口村M3	59GB443	78	31	78,87,37,40	4
2015-12-23 00:00:00	长圳西M1	58GA031	60	44	60,4,7,43,20,30,35,40	8
2015-12-23 00:00:00	长圳西M2	58GA032	58	67	58,17,47,75,83,26,33,37	8
2015-12-23 00:00:00	长圳西M3	58GA033	78	24	78,67,92,19,23,45	6
2015-12-23 00:00:00	福永新和D1	01DB021	594	53	594,579,616,627,523,537,548,554	8
2015-12-23 00:00:00	福永新和D3	01DB023	568	23	568,557,618,625,633,525,531,534,543,551	10
2015-12-23 00:00:00	岗仔工业M2	45GC162	74	66	74,8,12,57,33,37	6
2015-12-23 00:00:00	岗仔工业M3	45GC163	78	61	78,15,22,59	4
2015-12-23 00:00:00	岗仔工业M1	45GC161	62	65	62,1,27,67	4
2015-12-23 00:00:00	官田二M1	G1G3041	56	51	56,12,24,36	4
2015-12-23 00:00:00	官田二M2	G1G3042	52	23	52,71,26,42	4
2015-12-23 00:00:00	官田二M3	G1G3043	76	45	76,2,5,10,15,59	6
2015-12-23 00:00:00	官田二D1	G1D3051	576	65	576,513,601,611,621,628,543,551	8
2015-12-23 00:00:00	官田二D2	G1D3052	586	1	586,547,569,595,608,614,535,539	8
2015-12-23 00:00:00	官田二D3	G1D3053	566	66	566,520,559,605,631,533	6
2015-12-23 00:00:00	坪山村田d1	55DE361	580	16	580,512,593,612,528,533,543,552	8
2015-12-23 00:00:00	坪山村田d2	55DE362	588	46	588,585,616,536,546,549	6
2015-12-23 00:00:00	坪山村田d3	55DE363	568	37	568,605,608,524,539,555	6
2015-12-23 00:00:00	沙井陂口D1	11DA021	560	72	560,565,595,612,524,528,539,546	8
2015-12-23 00:00:00	沙井陂口D2	11DA022	604	62	604,520,589,614,632,636,526,537,543,552	10
2015-12-23 00:00:00	沙井陂口D3	11DA023	606	6	606,514,585,610,619,530,548,555	8
2015-12-23 00:00:00	松岗立业d1	34DA101	572	37	572,518,607,616,632,522,530,539,542,551	10
2015-12-23 00:00:00	松岗立业d2	34DA102	586	57	586,516,563,601,613,526,534,545	8
2015-12-23 00:00:00	松岗立业d3	34DA103	584	64	584,514,628,636,524,537,549,555	8
2015-12-23 00:00:00	松岗松明D1	34DA111	564	37	564,557,614,620,630,524,529,539,546,552	10
2015-12-23 00:00:00	松岗松明D2	34DA112	570	72	570,599,607,616,634,522,531,535,543,548	10
2015-12-23 00:00:00	松岗松明D3	34DA113	568	65	568,512,593,612,624,526,533,537,541,554	10
2015-12-23 00:00:00	松岗潭头D1	45DC111	598	16	598,536,542,545	4
2015-12-23 00:00:00	松岗潭头D2	45DC112	558	61	558,524,526,555	4
2015-12-23 00:00:00	松岗潭头D3	45DC113	580	16	580,529,547	3
2015-12-23 00:00:00	田寮工业m1	G1G4121	48	61	48,75,86,29,35,41	6
2015-12-23 00:00:00	田寮工业m2	G1G4122	60	26	60,43,67,81,90,20,25,33	8
2015-12-23 00:00:00	田寮工业m3	G1G4123	62	37	62,13,69,18,38,45	6
2015-12-23 00:00:00	西坊工业d1	19DB131	582	74	582,561,601,625,525,531,534,545	8
2015-12-23 00:00:00	西坊工业d2	19DB132	590	46	590,518,603,632,635,527,537,542,549,554	10
2015-12-23 00:00:00	西坊工业d3	19DB133	576	12	576,571,585,599,614,627,529,551	8
2015-12-23 00:00:00	新华荣M1	08GA231	48	21	48,14,26,41	4
2015-12-23 00:00:00	新华荣M2	08GA232	84	53	84,12,20,37	4
2015-12-23 00:00:00	新华荣M3	08GA233	56	40	56,4,6,33,44	5
2015-12-23 00:00:00	雍朗山庄M1	08GA121	60	1	60,32	2
2015-12-23 00:00:00	雍朗山庄M2	08GA122	48	31	48,23,44	3
2015-12-23 00:00:00	雍朗山庄M3	08GA123	72	67	72,5,17,83,90,21,30,35	8
2015-12-23 00:00:00	沙梨园D1	51DB111	572	12	572,514,577,614,522,525,543,546	8
2015-12-23 00:00:00	沙梨园D2	51DB112	562	44	562,610,634,530,533,555	6
2015-12-23 00:00:00	沙梨园D3	51DB113	558	13	558,520,626,536,540,552	6
2015-12-23 00:00:00	公明北环D1	19DA061	562	63	562,516,617,632,528,540	6
2015-12-23 00:00:00	公明北环D2	19DA062	592	55	592,512,607,610,614,523,530,538,542,551	10
2015-12-23 00:00:00	公明北环D3	19DA063	594	63	594,559,567,619,635,526,532,535,548,555	10
2015-12-23 00:00:00	公明北环M1	19GA051	76	57	76,65,91,40	4
2015-12-23 00:00:00	公明北环M2	19GA052	94	5	94,1,8,47,18,26,33,38	8
2015-12-23 00:00:00	公明北环M3	19GA053	70	57	70,15,21,29	4
2015-12-23 00:00:00	乐兴百货L0	51GA130	13	35	13,9,35,42	4
2015-12-23 00:00:00	山塘尾村M1	51GA481	66	32	66,86,95,19,25	5
2015-12-23 00:00:00	山塘尾村M2	51GA482	60	31	60,77,23,39	4
2015-12-23 00:00:00	山塘尾村M3	51GA483	48	53	48,9,27,37	4
2015-12-23 00:00:00	松朗西望M1	10GA211	74	36	74,13,18,32	4
2015-12-23 00:00:00	松朗西望M2	10GA212	82	56	82,7,1023,23,35,38	6
2015-12-23 00:00:00	咸水湖M1	53GF381	78	30	78,15,40,44	4
2015-12-23 00:00:00	咸水湖M2	53GF382	58	24	58,1,24,30	4
2015-12-23 00:00:00	咸水湖M3	53GF383	84	1	84,20	2
2015-12-23 00:00:00	白花村委D1	59DA061	572	7	572,569,585,591,626,535	6
2015-12-23 00:00:00	白花村委D2	59DA062	566	33	566,515,518,557,587,599,524,543	8
2015-12-23 00:00:00	白花村委D3	59DA063	562	66	562,610,613,624,632,552	6
2015-12-23 00:00:00	光明龙荔M1	59GB201	72	23	72,13,35,42	4
2015-12-23 00:00:00	光明龙荔M2	59GB202	56	31	56,2,30,49,61,86,26,69	8
2015-12-23 00:00:00	田寮南D1	G1D4121	592	22	592,526,537,544,548,515,623,626	8
2015-12-23 00:00:00	田寮南D2	G1D4122	576	15	576,621,531,546	4
2015-12-23 00:00:00	田寮南D3	G1D4123	590	7	590,517,611,523,528,533,542,551	8
2015-12-23 00:00:00	田寮南M1	G1G4141	76	15	76,3,28,85,21,37	6
2015-12-23 00:00:00	田寮南M2	G1G4142	72	13	72,9,81,87,19,44	6
2015-12-23 00:00:00	田寮南M3	G1G4143	78	37	78,11,15,59,25,35	6
2015-12-23 00:00:00	后瑞工业D1	G0D8271	596	24	596,546,573,581,591,605,616,634,531,549	10
2015-12-23 00:00:00	后瑞工业D2	G0D8272	602	5	602,575,599,619,624,629,535,543	8
2015-12-23 00:00:00	后瑞工业D3	G0D8273	564	55	564,557,569,583,589,608,621,632,533,541	10
2015-12-23 00:00:00	迳口二D1	59DB281	564	76	564,521,538,543	4
2015-12-23 00:00:00	迳口二D2	59DB282	606	56	606,631,546,551	4
2015-12-23 00:00:00	迳口二D3	59DB283	586	21	586,591,532,554	4
2015-12-23 00:00:00	半山溪谷L0	49GC020	13	67	13,31,19,37	4
2015-12-23 00:00:00	大望新平m1	06GA041	48	75	48,19,4,32	4
2015-12-23 00:00:00	大望新平m2	06GA042	54	6	54,6,10,69,2,24	6
2015-12-23 00:00:00	东盛m1	53GH591	66	12	66,23,44,57,6,16,26,53	8
2015-12-23 00:00:00	东盛m2	53GH592	70	71	70,51,75,21,42,47	6
2015-12-23 00:00:00	东盛m3	53GH593	68	26	68,10,61,38,81,91	6
2015-12-23 00:00:00	盘山公路M1	49GD471	66	62	66,42	2
2015-12-23 00:00:00	盘山公路M2	49GD472	70	30	70,63	2
2015-12-23 00:00:00	沙井锦秀M1	02GB161	82	64	82,2,9,69,79,1021,19,25,34,40	10
2015-12-23 00:00:00	沙井锦秀M2	02GB162	74	31	74,4,85,23,37,44	6
2015-12-23 00:00:00	沙井锦秀M3	02GB163	54	75	54,61,89,27,30,42	6
2015-12-23 00:00:00	上雪微波D1	17DB051	604	16	604,593,523,542	4
2015-12-23 00:00:00	上雪微波D2	17DB052	564	70	564,515,610,632,526,530,538,555	8
2015-12-23 00:00:00	上雪微波D3	17DB053	606	75	606,627,540,545	4
2015-12-23 00:00:00	西岭北M1	49GB321	62	72	62,53,32,42	4
2015-12-23 00:00:00	西岭北M2	49GB322	64	65	64,49,92,95,4,12,23,34	8
2015-12-23 00:00:00	西岭北M3	49GB323	76	54	76,83,89,25,29,36	6
2015-12-23 00:00:00	盐田国际L0	49GC160	66	71	66,42,51,77,81,92,20,26	8
2015-12-23 00:00:00	坂田星光D1	48DA021	598	13	598,512,579,618,636,522,527,535,543,551	10
2015-12-23 00:00:00	坂田星光D2	48DA022	592	2	592,514,569,612,615,529,533,537,541,548	10
2015-12-23 00:00:00	坂田星光D3	48DA023	606	1	606,573,587,603,623,525,531,539,546,555	10
2015-12-23 00:00:00	长凤飞D1	G1D3291	580	44	580,512,595,627,630,528,546,552	8
2015-12-23 00:00:00	长凤飞D2	G1D3292	560	36	560,617,532,538	4
2015-12-23 00:00:00	长凤飞D3	G1D3293	592	16	592,608,611,621,635,522,530,540,549,554	10
2015-12-23 00:00:00	长凤飞M1	G1G3341	60	50	60,46,26,30	4
2015-12-23 00:00:00	长凤飞M2	G1G3342	52	2	52,15,71,77,20,23,33,41	8
2015-12-23 00:00:00	长凤飞M3	G1G3343	82	7	82,1,4,9,12,85,37,44	8
2015-12-23 00:00:00	大润发L0	48GC100	31	53	31,18,44	3
2015-12-23 00:00:00	凡尔赛宫L0	39GA050	28	72	28,34,37,45	4
2015-12-23 00:00:00	鹤洲二D1	57DB491	604	23	604,561,591,597,610,614,623,636,530,536,549,554	12
2015-12-23 00:00:00	鹤洲二D2	57DB492	578	20	578,631,523,532	4
2015-12-23 00:00:00	鹤洲二D3	57DB493	584	23	584,544,565,617,525,528,534,538	8
2015-12-23 00:00:00	麻岭村M1	55GA621	78	13	78,9,61,85,1020,19,32,36	8
2015-12-23 00:00:00	麻岭村M2	55GA622	82	24	82,13,65,69,24,34,41,45	8
2015-12-23 00:00:00	麻岭村M3	55GA623	80	31	80,7,75,87,90,1022,1,11,47,57	10
2015-12-23 00:00:00	南约马桥D1	55DB151	582	61	582,573,629,531,545	5
2015-12-23 00:00:00	南约马桥D2	55DB152	564	23	564,575,611,539,548,552	6
2015-12-23 00:00:00	南约马桥D3	55DB153	580	12	580,591,597,599,522,524,526,541	8
2015-12-23 00:00:00	上村下联D1	19DA121	600	65	600,561,577,587,618,636,549,555	8
2015-12-23 00:00:00	上村下联D2	19DA122	590	3	590,575,579,583,597,523,528,533,538,545	10
2015-12-23 00:00:00	上村下联D3	19DA123	568	74	568,571,611,622,627,526,531,535,541,551	10
2015-12-23 00:00:00	深圳气象L0	50GC180	60	75	60,47,21,45	4
2015-12-23 00:00:00	七里香榭L0	48GD540	31	56	31,61,73,81,19,34	6
2015-12-23 00:00:00	稔田旧路M1	G1G0191	94	1	94,8,53,79,1020,18,25,32	8
2015-12-23 00:00:00	稔田旧路M2	G1G0192	68	17	68,6,12,75,21,34,38,42	8
2015-12-23 00:00:00	稔田旧路M3	G1G0193	58	27	58,10,47,73,2,15,19,29,36,63	10
2015-12-23 00:00:00	盐田惠康D1	39DB121	586	42	586,514,567,583,630,636,536,542,545,548,552,555	12
2015-12-23 00:00:00	盐田惠康D2	39DB122	590	13	590,563,569,613,622,524,528,533,537,541	10
2015-12-23 00:00:00	盐田惠康D3	39DB123	576	33	576,512,518,559,619,522,532,535,543,549	10
2015-12-23 00:00:00	盐田惠康M1	39GB351	54	50	54,77,0,1021,27,30,38,42	8
2015-12-23 00:00:00	盐田惠康M2	39GB352	80	36	80,3,14,63,71,25,44,94	8
2015-12-23 00:00:00	盐田惠康M3	39GB353	68	57	68,11,51,59,75,83,89,92,19,22,34,40	12
2015-12-23 00:00:00	燕含花园l0	04GB270	31	32	31,55,27,40	4
2015-12-23 00:00:00	大铲海关D1	46DG021	570	23	570,513,567,607,611,620,626,631,534,545	10
2015-12-23 00:00:00	大铲海关D2	46DG022	576	27	576,516,521,634,553,565	6
2015-12-23 00:00:00	大铲海关D3	46DG023	588	41	588,618,530,543	4
2015-12-23 00:00:00	黄贝罗芳D1	05DA231	596	51	596,513,523,534	4
2015-12-23 00:00:00	黄贝罗芳D2	05DA232	568	20	568,593,605,622,632,540,543,554	8
2015-12-23 00:00:00	黄贝罗芳D3	05DA233	560	17	560,609,526,548	4
2015-12-23 00:00:00	松岗下围D1	09DB181	582	53	582,515,567,593,603,530,546,549	8
2015-12-23 00:00:00	松岗下围D2	09DB182	558	65	558,518,575,589,612,534,540,552	8
2015-12-23 00:00:00	松岗下围D3	09DB183	562	7	562,521,591,610,630,525,528,538	8
2015-12-23 00:00:00	旺业苑L0	47GH400	13	67	13,31,25,27	4
2015-12-23 00:00:00	延芳边防M1	05GA681	60	2	60,30,69,71,47	5
2015-12-23 00:00:00	延芳边防M2	05GA682	62	32	62,27,43,55,67,36	6
2015-12-23 00:00:00	宝田蚝业D1	52DA021	594	63	594,603,616,623,628,525,535,539	8
2015-12-23 00:00:00	宝田蚝业D2	52DA022	572	33	572,512,518,614,523,541,548,554	8
2015-12-23 00:00:00	宝田蚝业D3	52DA023	592	63	592,559,597,609,633,527,532,537,546,552	10
2015-12-23 00:00:00	宝田蚝业M1	52GA031	66	32	66,55,79,86,95,18,29,40	8
2015-12-23 00:00:00	宝田蚝业M2	52GA032	62	15	62,47,53,77,0,23,27,44	8
2015-12-23 00:00:00	宝田蚝业M3	52GA033	84	34	84,15,69,75,21,25,33,38	8
2015-12-23 00:00:00	燕川红湖M1	09GA311	70	30	70,7,26,33	4
2015-12-23 00:00:00	燕川红湖M2	09GA312	74	45	74,10,57,79,93,20,24,30,39,45	10
2015-12-23 00:00:00	燕川红湖M3	09GA313	48	24	48,2,51,61,67,14,18,22	8
2015-12-23 00:00:00	高桥深南D1	51DA091	602	40	602,565,593,610,528,532,536,549	8
2015-12-23 00:00:00	高桥深南D2	51DA092	580	62	580,583,587,591,613,522,530,540,552,555	10
2015-12-23 00:00:00	高桥深南D3	51DA093	578	51	578,557,595,629,635,524,534,538,543,546	10
2015-12-23 00:00:00	大望二D1	06DA161	564	7	564,595,619,635,524,536,540,551	8
2015-12-23 00:00:00	大望二D2	06DA162	568	33	568,512,577,591,611,530	6
2015-12-23 00:00:00	大望二D3	06DA163	558	45	558,571,608,527,545,548	6
2015-12-23 00:00:00	罗田三M1	10GA221	80	3	80,9,63,71,88,3	6
2015-12-23 00:00:00	罗田三M2	10GA222	68	51	68,51,95,30,39,42,45,21,26,33	10
2015-12-23 00:00:00	罗田三M3	10GA223	54	23	54,12,15,47,57,19,24,37	8
2015-12-23 00:00:00	农林北D1	50DC121	600	72	600,514,583,589,603,635,525,539,549,552	10
2015-12-23 00:00:00	农林北D2	50DC122	574	63	574,559,579,585,522,534,543,555	8
2015-12-23 00:00:00	农林北D3	50DC123	594	25	594,512,557,561,610,613,616,628,527,530,541,546	12
2015-12-23 00:00:00	农林北M1	50GC211	52	31	52,77,87,95,23,29,32,36	8
2015-12-23 00:00:00	农林北M2	50GC212	64	33	64,55,69,90,18,34,40,45	8
2015-12-23 00:00:00	农林北M3	50GC213	80	45	80,3,6,9,16,13,20,83	8
2015-12-23 00:00:00	敦煌大厦L0	54GB230	50	4	50,47,53,85,35,39	6
2015-12-23 00:00:00	红桂皇冠L0	16GB300	94	26	94,83,32,39	4
2015-12-23 00:00:00	岭尚时代L0	48GB060	46	55	46,13,22,44	4
2015-12-23 00:00:00	桑达大厦L0	21GA100	16	15	16,51,55,77,24,29,35,44	8
2015-12-23 00:00:00	盛世二L0	41GB470	78	27	78,44,61,67,93,96	6
2015-12-23 00:00:00	嘉福花园L0	31GA750	58	4	58,41	2
2015-12-23 00:00:00	保税十D1	13DB091	566	54	566,557,589,603,612,620,531,554	8
